perturbation	group	grit	cell_line	barcode_control	cor_method	grit_replicate_summary_method
MYC-1	MYC	1.9462604251986224	A549	cutting_control	pearson	mean
MYC-2	MYC	1.7320818958138886	A549	cutting_control	pearson	mean
ORC4-1	ORC4	0.070021764133591	A549	cutting_control	pearson	mean
ORC4-2	ORC4	-0.06746234070616222	A549	cutting_control	pearson	mean
PIK3CA-1	PIK3CA	0.8328484760818229	A549	cutting_control	pearson	mean
PIK3CA-2	PIK3CA	1.2437695415393353	A549	cutting_control	pearson	mean
POLR2D-1	POLR2D	1.4356918522014197	A549	cutting_control	pearson	mean
POLR2D-2	POLR2D	1.4040472755410305	A549	cutting_control	pearson	mean
PPIB-1	PPIB	-0.03711674736196196	A549	cutting_control	pearson	mean
PPIB-2	PPIB	-0.4345013226937293	A549	cutting_control	pearson	mean
PRDX1-1	PRDX1	0.31953137793640585	A549	cutting_control	pearson	mean
PRDX1-2	PRDX1	0.28155588634820233	A549	cutting_control	pearson	mean
PSMA1-1	PSMA1	1.2612397577332175	A549	cutting_control	pearson	mean
PSMA1-2	PSMA1	1.1229589936087905	A549	cutting_control	pearson	mean
PTK2-1	PTK2	1.7555795696926102	A549	cutting_control	pearson	mean
PTK2-2	PTK2	2.2467881455457714	A549	cutting_control	pearson	mean
RAC1-1	RAC1	0.2361570753785317	A549	cutting_control	pearson	mean
RAC1-2	RAC1	-0.006531587308775299	A549	cutting_control	pearson	mean
RAF1-1	RAF1	0.4566626335897916	A549	cutting_control	pearson	mean
RAF1-2	RAF1	0.24779335245377687	A549	cutting_control	pearson	mean
RHOA-1	RHOA	0.5840727406754714	A549	cutting_control	pearson	mean
RHOA-2	RHOA	0.5689772073547222	A549	cutting_control	pearson	mean
SDHB-1	SDHB	0.23939722949341105	A549	cutting_control	pearson	mean
SDHB-2	SDHB	0.37354715454020626	A549	cutting_control	pearson	mean
SLC2A1-1	SLC2A1		A549	cutting_control	pearson	mean
SLC2A2-2	SLC2A2		A549	cutting_control	pearson	mean
SMARCB1-1	SMARCB1	-0.0604981022909816	A549	cutting_control	pearson	mean
SMARCB1-2	SMARCB1	0.14520996673414027	A549	cutting_control	pearson	mean
STAT3-1	STAT3	0.3737223507870677	A549	cutting_control	pearson	mean
STAT3-2	STAT3	0.189799017404487	A549	cutting_control	pearson	mean
SUZ12-1	SUZ12	1.217013024747846	A549	cutting_control	pearson	mean
SUZ12-2	SUZ12	1.1290853992210015	A549	cutting_control	pearson	mean
TXN-1	TXN	0.6318226122681372	A549	cutting_control	pearson	mean
TXN-2	TXN	0.627405629079379	A549	cutting_control	pearson	mean
XBP-1	XBP	0.8583326540568507	A549	cutting_control	pearson	mean
XBP-2	XBP	0.81466873393725	A549	cutting_control	pearson	mean
YAP1-1	YAP1	0.4332575273604342	A549	cutting_control	pearson	mean
YAP1-2	YAP1	0.35308012859348836	A549	cutting_control	pearson	mean
AKT1-1	AKT1	0.4405476407481901	A549	cutting_control	pearson	median
AKT1-2	AKT1	0.4363069291821694	A549	cutting_control	pearson	median
ARID1B-1	ARID1B	0.4622873684749238	A549	cutting_control	pearson	median
ARID1B-2	ARID1B	0.30954793136622727	A549	cutting_control	pearson	median
ATF4-1	ATF4	1.6471371431924688	A549	cutting_control	pearson	median
ATF4-2	ATF4	1.5610016244490845	A549	cutting_control	pearson	median
ATP50-1	ATP50	0.6710748276019949	A549	cutting_control	pearson	median
ATP50-2	ATP50	0.30192539189970435	A549	cutting_control	pearson	median
AURKB-2	AURKB		A549	cutting_control	pearson	median
BCL2-1	BCL2	0.02398261478551837	A549	cutting_control	pearson	median
BCL2-2	BCL2	0.06978078097853274	A549	cutting_control	pearson	median
BCL2L2-1	BCL2L2	0.11194247097239912	A549	cutting_control	pearson	median
BCL2L2-2	BCL2L2	0.025554937436928115	A549	cutting_control	pearson	median
BCL2L2-4	BCL2L2	-0.12990560366266354	A549	cutting_control	pearson	median
BRAF-2	BRAF		A549	cutting_control	pearson	median
BRAF1-1	BRAF1		A549	cutting_control	pearson	median
BRCA1-1	BRCA1	0.6646024518904327	A549	cutting_control	pearson	median
BRCA1-2	BRCA1	0.6438245425784779	A549	cutting_control	pearson	median
BRD4-1	BRD4	0.9247415923086795	A549	cutting_control	pearson	median
BRD4-2	BRD4	0.9758508386112046	A549	cutting_control	pearson	median
CCND1-1	CCND1	1.4244394862662706	A549	cutting_control	pearson	median
CCND1-2	CCND1	1.250813958849117	A549	cutting_control	pearson	median
CCNE1-1	CCNE1	1.4519148160325068	A549	cutting_control	pearson	median
CCNE1-2	CCNE1	1.4030297912706287	A549	cutting_control	pearson	median
CDK2-1	CDK2	1.3532603569957256	A549	cutting_control	pearson	median
CDK2-2	CDK2	1.2322259774106685	A549	cutting_control	pearson	median
CDK4-1	CDK4	1.139955394110226	A549	cutting_control	pearson	median
CDK4-2	CDK4	1.1593700765962416	A549	cutting_control	pearson	median
CDK4-3	CDK4	0.9546980475488429	A549	cutting_control	pearson	median
CHEK2-1	CHEK2	0.1884586541121352	A549	cutting_control	pearson	median
CHEK2-2	CHEK2	0.2785079440051814	A549	cutting_control	pearson	median
COX5B-1	COX5B	0.7766038058474671	A549	cutting_control	pearson	median
COX5B-2	COX5B	0.4807975160955458	A549	cutting_control	pearson	median
CSNK1A1-1	CSNK1A1	2.055610128464185	A549	cutting_control	pearson	median
CSNK1A1-2	CSNK1A1	1.6821207817034807	A549	cutting_control	pearson	median
CTNNB1-1	CTNNB1	-0.612869234661658	A549	cutting_control	pearson	median
CTNNB1-2	CTNNB1	-0.22898142573892433	A549	cutting_control	pearson	median
Chr2-1	Chr2	0.1366031058869266	A549	cutting_control	pearson	median
Chr2-2	Chr2	0.15566089115469312	A549	cutting_control	pearson	median
Chr2-3	Chr2	0.25452979583698243	A549	cutting_control	pearson	median
Chr2-4	Chr2	0.044027804899488224	A549	cutting_control	pearson	median
Chr2-5	Chr2	0.21836182918776453	A549	cutting_control	pearson	median
Chr2-6	Chr2	0.25080010801755737	A549	cutting_control	pearson	median
DOT1L-1	DOT1L	0.26076766099454385	A549	cutting_control	pearson	median
DOT1L-2	DOT1L	0.4908480438784199	A549	cutting_control	pearson	median
EGFR-1	EGFR	0.8177862264589433	A549	cutting_control	pearson	median
EGFR-2	EGFR	0.4830198539714137	A549	cutting_control	pearson	median
EGLN1-8	EGLN1	0.591427751226096	A549	cutting_control	pearson	median
EGLN1-9	EGLN1	0.23484762466245504	A549	cutting_control	pearson	median
EMPTY	EMPTY		A549	cutting_control	pearson	median
ERBB2-1	ERBB2	1.2461632043122701	A549	cutting_control	pearson	median
ERBB2-2	ERBB2	1.3359455480049032	A549	cutting_control	pearson	median
ERBB3-1	ERBB3	0.8031066239107286	A549	cutting_control	pearson	median
ERBB3-2	ERBB3	0.7071480114463627	A549	cutting_control	pearson	median
EZH2-1	EZH2	0.9662379192876834	A549	cutting_control	pearson	median
EZH2-2	EZH2	0.9535213515338843	A549	cutting_control	pearson	median
GLS-1	GLS	0.4634493368054813	A549	cutting_control	pearson	median
GLS-2	GLS	0.00990486997194563	A549	cutting_control	pearson	median
GPX4-1	GPX4	0.39128006039513485	A549	cutting_control	pearson	median
GPX4-2	GPX4	0.6410285940921748	A549	cutting_control	pearson	median
HIF1a-1	HIF1a	-0.15825291531173585	A549	cutting_control	pearson	median
HIF1a-2	HIF1a	-0.03886548838661581	A549	cutting_control	pearson	median
ITGAV-1	ITGAV	2.8121885032652245	A549	cutting_control	pearson	median
ITGAV-2	ITGAV	2.897502537060881	A549	cutting_control	pearson	median
JAK3-1	JAK3	-0.34107141658594914	A549	cutting_control	pearson	median
JAK3-2	JAK3	0.0573719587605951	A549	cutting_control	pearson	median
KIF11-1	KIF11	1.538074698433255	A549	cutting_control	pearson	median
KIF11-2	KIF11	1.5761521016370597	A549	cutting_control	pearson	median
KRAS-1	KRAS	0.9269323125973206	A549	cutting_control	pearson	median
KRAS-2A	KRAS	0.7754439303883335	A549	cutting_control	pearson	median
KRAS-2B	KRAS	0.16656051668403227	A549	cutting_control	pearson	median
LacZ-2	LacZ	0.2973620486908977	A549	cutting_control	pearson	median
LacZ-3	LacZ	0.4035669868736846	A549	cutting_control	pearson	median
Luc-1	Luc	0.8181607601223799	A549	cutting_control	pearson	median
Luc-2	Luc	0.9035776002350063	A549	cutting_control	pearson	median
MAPK1-1	MAPK1	0.7209799712187361	A549	cutting_control	pearson	median
MAPK1-2	MAPK1	0.28834242142651056	A549	cutting_control	pearson	median
MCL1-2	MCL1	-0.34896193795391106	A549	cutting_control	pearson	median
MCL1-5	MCL1	-0.16118360156776226	A549	cutting_control	pearson	median
MTOR-1	MTOR	1.362123188496008	A549	cutting_control	pearson	median
MTOR-2	MTOR	1.231155534947641	A549	cutting_control	pearson	median
MYC-1	MYC	1.9610101262862556	A549	cutting_control	pearson	median
MYC-2	MYC	1.745238503804142	A549	cutting_control	pearson	median
ORC4-1	ORC4	0.1856409067608869	A549	cutting_control	pearson	median
ORC4-2	ORC4	0.048532802771410005	A549	cutting_control	pearson	median
PIK3CA-1	PIK3CA	0.7510504234183321	A549	cutting_control	pearson	median
PIK3CA-2	PIK3CA	1.1449878879569368	A549	cutting_control	pearson	median
POLR2D-1	POLR2D	1.5139718456375024	A549	cutting_control	pearson	median
POLR2D-2	POLR2D	1.481638806904014	A549	cutting_control	pearson	median
PPIB-1	PPIB	-0.1571020323076976	A549	cutting_control	pearson	median
PPIB-2	PPIB	-0.5336186464081284	A549	cutting_control	pearson	median
PRDX1-1	PRDX1	0.27895242932285647	A549	cutting_control	pearson	median
PRDX1-2	PRDX1	0.24273534531194807	A549	cutting_control	pearson	median
PSMA1-1	PSMA1	1.5089529539460516	A549	cutting_control	pearson	median
PSMA1-2	PSMA1	1.3559901404350603	A549	cutting_control	pearson	median
PTK2-1	PTK2	1.8423983240778168	A549	cutting_control	pearson	median
PTK2-2	PTK2	2.35033855016337	A549	cutting_control	pearson	median
RAC1-1	RAC1	0.3140848795089738	A549	cutting_control	pearson	median
RAC1-2	RAC1	0.06454086812366652	A549	cutting_control	pearson	median
RAF1-1	RAF1	0.45998339040717695	A549	cutting_control	pearson	median
RAF1-2	RAF1	0.2507532694694591	A549	cutting_control	pearson	median
RHOA-1	RHOA	0.631939364142549	A549	cutting_control	pearson	median
RHOA-2	RHOA	0.6140427282536915	A549	cutting_control	pearson	median
SDHB-1	SDHB	0.3322050588628823	A549	cutting_control	pearson	median
SDHB-2	SDHB	0.46025749716688935	A549	cutting_control	pearson	median
SLC2A1-1	SLC2A1		A549	cutting_control	pearson	median
SLC2A2-2	SLC2A2		A549	cutting_control	pearson	median
SMARCB1-1	SMARCB1	-0.05049208859426022	A549	cutting_control	pearson	median
SMARCB1-2	SMARCB1	0.15439771494824953	A549	cutting_control	pearson	median
STAT3-1	STAT3	0.4862218453148668	A549	cutting_control	pearson	median
STAT3-2	STAT3	0.3063569809126646	A549	cutting_control	pearson	median
SUZ12-1	SUZ12	1.2629469579407893	A549	cutting_control	pearson	median
SUZ12-2	SUZ12	1.1725318696296911	A549	cutting_control	pearson	median
TXN-1	TXN	0.8044936741972772	A549	cutting_control	pearson	median
TXN-2	TXN	0.817611568806957	A549	cutting_control	pearson	median
XBP-1	XBP	1.1266531416718513	A549	cutting_control	pearson	median
XBP-2	XBP	1.0679080128760114	A549	cutting_control	pearson	median
YAP1-1	YAP1	0.4644053292028947	A549	cutting_control	pearson	median
YAP1-2	YAP1	0.38624085921072904	A549	cutting_control	pearson	median
AKT1-1	AKT1	0.21954508343899848	A549	cutting_control	spearman	mean
AKT1-2	AKT1	0.2579785122775924	A549	cutting_control	spearman	mean
ARID1B-1	ARID1B	0.456265250925572	A549	cutting_control	spearman	mean
ARID1B-2	ARID1B	0.27680357097305824	A549	cutting_control	spearman	mean
ATF4-1	ATF4	1.5199667568657993	A549	cutting_control	spearman	mean
ATF4-2	ATF4	1.449561750023227	A549	cutting_control	spearman	mean
ATP50-1	ATP50	0.45189752263629035	A549	cutting_control	spearman	mean
ATP50-2	ATP50	0.12043685902316237	A549	cutting_control	spearman	mean
AURKB-2	AURKB		A549	cutting_control	spearman	mean
BCL2-1	BCL2	0.2742726242301598	A549	cutting_control	spearman	mean
BCL2-2	BCL2	0.30592919191766077	A549	cutting_control	spearman	mean
BCL2L2-1	BCL2L2	0.07242530381667614	A549	cutting_control	spearman	mean
BCL2L2-2	BCL2L2	-0.012053529113521243	A549	cutting_control	spearman	mean
BCL2L2-4	BCL2L2	-0.19709406408670183	A549	cutting_control	spearman	mean
BRAF-2	BRAF		A549	cutting_control	spearman	mean
BRAF1-1	BRAF1		A549	cutting_control	spearman	mean
BRCA1-1	BRCA1	0.5496232135630703	A549	cutting_control	spearman	mean
BRCA1-2	BRCA1	0.5083139015782341	A549	cutting_control	spearman	mean
BRD4-1	BRD4	0.7254953740515906	A549	cutting_control	spearman	mean
BRD4-2	BRD4	0.7893779217984785	A549	cutting_control	spearman	mean
CCND1-1	CCND1	1.0263468243289828	A549	cutting_control	spearman	mean
CCND1-2	CCND1	0.8671270807267071	A549	cutting_control	spearman	mean
CCNE1-1	CCNE1	1.3869617545368504	A549	cutting_control	spearman	mean
CCNE1-2	CCNE1	1.353759482127751	A549	cutting_control	spearman	mean
CDK2-1	CDK2	1.2946026653218876	A549	cutting_control	spearman	mean
CDK2-2	CDK2	1.1784308564835047	A549	cutting_control	spearman	mean
CDK4-1	CDK4	1.0936307334234836	A549	cutting_control	spearman	mean
CDK4-2	CDK4	1.1139701047543504	A549	cutting_control	spearman	mean
CDK4-3	CDK4	0.9342194380355993	A549	cutting_control	spearman	mean
CHEK2-1	CHEK2	0.11238400828270424	A549	cutting_control	spearman	mean
CHEK2-2	CHEK2	0.21312906289795058	A549	cutting_control	spearman	mean
COX5B-1	COX5B	0.6324997873358806	A549	cutting_control	spearman	mean
COX5B-2	COX5B	0.3829761942911388	A549	cutting_control	spearman	mean
CSNK1A1-1	CSNK1A1	1.8305821293740712	A549	cutting_control	spearman	mean
CSNK1A1-2	CSNK1A1	1.5160510607966229	A549	cutting_control	spearman	mean
CTNNB1-1	CTNNB1	-0.5261681788716275	A549	cutting_control	spearman	mean
CTNNB1-2	CTNNB1	-0.14752223143160736	A549	cutting_control	spearman	mean
Chr2-1	Chr2	0.16533673972806834	A549	cutting_control	spearman	mean
Chr2-2	Chr2	0.1202446396229565	A549	cutting_control	spearman	mean
Chr2-3	Chr2	0.1624579271781579	A549	cutting_control	spearman	mean
Chr2-4	Chr2	0.05710567409806537	A549	cutting_control	spearman	mean
Chr2-5	Chr2	0.15500718532673127	A549	cutting_control	spearman	mean
Chr2-6	Chr2	0.1691252935761263	A549	cutting_control	spearman	mean
DOT1L-1	DOT1L	0.06780634922778293	A549	cutting_control	spearman	mean
DOT1L-2	DOT1L	0.27741818996060286	A549	cutting_control	spearman	mean
EGFR-1	EGFR	0.45072614998777066	A549	cutting_control	spearman	mean
EGFR-2	EGFR	0.16955987396150787	A549	cutting_control	spearman	mean
EGLN1-8	EGLN1	0.4051687086667641	A549	cutting_control	spearman	mean
EGLN1-9	EGLN1	0.060313094603339085	A549	cutting_control	spearman	mean
EMPTY	EMPTY		A549	cutting_control	spearman	mean
ERBB2-1	ERBB2	1.0901710832040412	A549	cutting_control	spearman	mean
ERBB2-2	ERBB2	1.1767061830630758	A549	cutting_control	spearman	mean
ERBB3-1	ERBB3	0.7255168829781022	A549	cutting_control	spearman	mean
ERBB3-2	ERBB3	0.643346829135984	A549	cutting_control	spearman	mean
EZH2-1	EZH2	0.8016220904864719	A549	cutting_control	spearman	mean
EZH2-2	EZH2	0.8004749485896213	A549	cutting_control	spearman	mean
GLS-1	GLS	0.49796943926955095	A549	cutting_control	spearman	mean
GLS-2	GLS	0.058240637843768955	A549	cutting_control	spearman	mean
GPX4-1	GPX4	0.301062337191184	A549	cutting_control	spearman	mean
GPX4-2	GPX4	0.5098995916418745	A549	cutting_control	spearman	mean
HIF1a-1	HIF1a	0.22373569726887155	A549	cutting_control	spearman	mean
HIF1a-2	HIF1a	0.3312531292738951	A549	cutting_control	spearman	mean
ITGAV-1	ITGAV	2.672557517690772	A549	cutting_control	spearman	mean
ITGAV-2	ITGAV	2.7284737823889866	A549	cutting_control	spearman	mean
JAK3-1	JAK3	-0.28465165459603753	A549	cutting_control	spearman	mean
JAK3-2	JAK3	0.1472434965711601	A549	cutting_control	spearman	mean
KIF11-1	KIF11	1.3956147938310812	A549	cutting_control	spearman	mean
KIF11-2	KIF11	1.4336177786110806	A549	cutting_control	spearman	mean
KRAS-1	KRAS	0.5894446966647126	A549	cutting_control	spearman	mean
KRAS-2A	KRAS	0.4613397521801703	A549	cutting_control	spearman	mean
KRAS-2B	KRAS	0.12118743313851825	A549	cutting_control	spearman	mean
LacZ-2	LacZ	0.33191863783040826	A549	cutting_control	spearman	mean
LacZ-3	LacZ	0.44865776037628713	A549	cutting_control	spearman	mean
Luc-1	Luc	0.6453543133670961	A549	cutting_control	spearman	mean
Luc-2	Luc	0.7344494735495668	A549	cutting_control	spearman	mean
MAPK1-1	MAPK1	0.4578369494868491	A549	cutting_control	spearman	mean
MAPK1-2	MAPK1	0.06022126664694594	A549	cutting_control	spearman	mean
MCL1-2	MCL1	-0.10559567772692577	A549	cutting_control	spearman	mean
MCL1-5	MCL1	0.07820172630194322	A549	cutting_control	spearman	mean
MTOR-1	MTOR	1.0574906124677712	A549	cutting_control	spearman	mean
MTOR-2	MTOR	0.9024341298754024	A549	cutting_control	spearman	mean
MYC-1	MYC	1.8274255641750285	A549	cutting_control	spearman	mean
MYC-2	MYC	1.6459787170086713	A549	cutting_control	spearman	mean
ORC4-1	ORC4	0.06728774034090261	A549	cutting_control	spearman	mean
ORC4-2	ORC4	-0.0758378037055662	A549	cutting_control	spearman	mean
PIK3CA-1	PIK3CA	0.7720724202602012	A549	cutting_control	spearman	mean
PIK3CA-2	PIK3CA	1.1562071526221533	A549	cutting_control	spearman	mean
POLR2D-1	POLR2D	1.3923067972639518	A549	cutting_control	spearman	mean
POLR2D-2	POLR2D	1.373070012915412	A549	cutting_control	spearman	mean
PPIB-1	PPIB	-0.03974597768425662	A549	cutting_control	spearman	mean
PPIB-2	PPIB	-0.43238172716314666	A549	cutting_control	spearman	mean
PRDX1-1	PRDX1	0.30201114835511883	A549	cutting_control	spearman	mean
PRDX1-2	PRDX1	0.27845515069741983	A549	cutting_control	spearman	mean
PSMA1-1	PSMA1	1.2055929880352902	A549	cutting_control	spearman	mean
PSMA1-2	PSMA1	1.0831362933193418	A549	cutting_control	spearman	mean
PTK2-1	PTK2	1.5898619507894556	A549	cutting_control	spearman	mean
PTK2-2	PTK2	2.0439945445849212	A549	cutting_control	spearman	mean
RAC1-1	RAC1	0.2357342143935347	A549	cutting_control	spearman	mean
RAC1-2	RAC1	-0.019442171511165042	A549	cutting_control	spearman	mean
RAF1-1	RAF1	0.4454892136056307	A549	cutting_control	spearman	mean
RAF1-2	RAF1	0.25230854207306586	A549	cutting_control	spearman	mean
RHOA-1	RHOA	0.515893833512995	A549	cutting_control	spearman	mean
RHOA-2	RHOA	0.5020783269491257	A549	cutting_control	spearman	mean
SDHB-1	SDHB	0.21221724392877073	A549	cutting_control	spearman	mean
SDHB-2	SDHB	0.36344557686900303	A549	cutting_control	spearman	mean
SLC2A1-1	SLC2A1		A549	cutting_control	spearman	mean
SLC2A2-2	SLC2A2		A549	cutting_control	spearman	mean
SMARCB1-1	SMARCB1	-0.09050982001440816	A549	cutting_control	spearman	mean
SMARCB1-2	SMARCB1	0.11689652479983298	A549	cutting_control	spearman	mean
STAT3-1	STAT3	0.36128999265296513	A549	cutting_control	spearman	mean
STAT3-2	STAT3	0.17757005841014004	A549	cutting_control	spearman	mean
SUZ12-1	SUZ12	1.1866312244560477	A549	cutting_control	spearman	mean
SUZ12-2	SUZ12	1.1047792255665376	A549	cutting_control	spearman	mean
TXN-1	TXN	0.6319551552493218	A549	cutting_control	spearman	mean
TXN-2	TXN	0.605362772534374	A549	cutting_control	spearman	mean
XBP-1	XBP	0.8557817427272766	A549	cutting_control	spearman	mean
XBP-2	XBP	0.8130741870671698	A549	cutting_control	spearman	mean
YAP1-1	YAP1	0.4234982678252879	A549	cutting_control	spearman	mean
YAP1-2	YAP1	0.299618981865565	A549	cutting_control	spearman	mean
AKT1-1	AKT1	0.40680347819962637	A549	cutting_control	spearman	median
AKT1-2	AKT1	0.4263073247295658	A549	cutting_control	spearman	median
ARID1B-1	ARID1B	0.483227851090427	A549	cutting_control	spearman	median
ARID1B-2	ARID1B	0.3048671929421771	A549	cutting_control	spearman	median
ATF4-1	ATF4	1.5903333144022875	A549	cutting_control	spearman	median
ATF4-2	ATF4	1.5177105482449238	A549	cutting_control	spearman	median
ATP50-1	ATP50	0.693341977068804	A549	cutting_control	spearman	median
ATP50-2	ATP50	0.3454466887633796	A549	cutting_control	spearman	median
AURKB-2	AURKB		A549	cutting_control	spearman	median
BCL2-1	BCL2	-0.002532193972143465	A549	cutting_control	spearman	median
BCL2-2	BCL2	0.03957012313472026	A549	cutting_control	spearman	median
BCL2L2-1	BCL2L2	0.1204193652541222	A549	cutting_control	spearman	median
BCL2L2-2	BCL2L2	0.09847915219476908	A549	cutting_control	spearman	median
BCL2L2-4	BCL2L2	-0.08750035303109036	A549	cutting_control	spearman	median
BRAF-2	BRAF		A549	cutting_control	spearman	median
BRAF1-1	BRAF1		A549	cutting_control	spearman	median
BRCA1-1	BRCA1	0.6187323496678416	A549	cutting_control	spearman	median
