DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000424,TC71,TC71_BONE,,1240221.0,Male,DSMZ,2.0,-2.405006887753556,,IMDM + 10% FBS,57.4,CVCL_2213,bone,Primary,Bone Cancer,Ewings Sarcoma,22,SIDM00419,2194.0,,bone,Ewing_sarcoma,,
ACH-000425,UACC62,UACC62_SKIN,,905976.0,Unknown,NCI/DCTD,2.0,-4.470166726803338,,RPMI + 10% FBS,73.1,CVCL_1780,skin,,Skin Cancer,Melanoma,,SIDM00107,8.0,,skin,melanoma,,
ACH-000426,KMS20,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,2.0,-2.6563212179591082,Suspension,RPMI + 10% FBS,44.6,CVCL_2990,bone_marrow,Primary,Myeloma,Multiple Myeloma,65,,,,plasma_cell,multiple_myeloma,,
ACH-000427,NCIN87,NCIN87_STOMACH,,908461.0,Male,ATCC,2.0,-1.90074718327356,Adherent,RPMI + 10% FBS,50.8,CVCL_1603,liver,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",,SIDM01147,88.0,,gastric,gastric_adenocarcinoma,tubular,
ACH-000428,UO31,UO31_KIDNEY,,905981.0,Unknown,Academic lab,,,,,,CVCL_1911,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00112,1636.0,,kidney,renal_cell_carcinoma,,
ACH-000429,A704,A704_KIDNEY,,910920.0,Male,ATCC,,,,,,CVCL_1065,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,78,SIDM00849,949.0,,kidney,renal_cell_carcinoma,,
ACH-000430,TYKNU,TYKNU_OVARY,,909774.0,Female,HSRRB,,,,,,CVCL_1776,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00321,476.0,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000431,NCIH1694,NCIH1694_LUNG,,688006.0,Male,ATCC,2.0,-4.205856082293219,Suspension,F10,83,CVCL_1489,ascites,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00741,451.0,,lung,SCLC,,
ACH-000432,BV173,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910710.0,Male,DSMZ,,,,,,CVCL_0181,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",45,SIDM00962,321.0,,blood,CML,blast_crisis,
ACH-000433,CAKI1,CAKI1_KIDNEY,,905963.0,Male,ATCC,2.0,-2.7199816100486824,Adherent,McCoy's 5A + 10% FBS,50.5,CVCL_0234,skin,Metastasis,Kidney Cancer,"Renal Carcinoma, clear cell",49,SIDM00941,289.0,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000434,NCIH1915,NCIH1915_LUNG,,1240184.0,Female,ATCC,2.0,-3.372263341910447,Adherent,RPMI + 10% FBS,85.6,CVCL_1505,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61,SIDM00763,1823.0,,lung,NSCLC,NSCLC_large_cell,
ACH-000435,EFE184,EFE184_ENDOMETRIUM,,,Female,DSMZ,1.0,-1.4857531718439372,,RPMI + 10% FBS,82.2,CVCL_1191,ascites,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,69,,,,uterus,endometrial_adenocarcinoma,,
ACH-000436,OCIMY7,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-MY7,,Unknown,Academic lab,2.0,-2.7401781873070568,Suspension,RPMI; 10% FBS,82.5,CVCL_E333,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-000437,SW1088,SW1088_CENTRAL_NERVOUS_SYSTEM,,909745.0,Male,ATCC,2.0,-4.835653940244032,Adherent,RPMI + 10% FBS,75.1,CVCL_1715,central_nervous_system,Primary,Brain Cancer,Astrocytoma,72,SIDM01155,1310.0,,central_nervous_system,glioma,astrocytoma,
ACH-000438,LU65,LU65_LUNG,,724863.0,Male,JCRB,2.0,-3.518670321281186,,RPMI + 20% FBS,89,CVCL_1392,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",64,SIDM00547,47.0,,lung,NSCLC,NSCLC_large_cell,
ACH-000439,ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942.0,Male,DSMZ,,,,,,CVCL_2110,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",40,SIDM00338,427.0,,blood,AML,M4,
ACH-000440,CA46,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910703.0,Male,ATCC,,,,,,CVCL_1101,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00907,1190.0,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000441,SH4,SH4_SKIN,,909713.0,Female,ATCC,2.0,-4.117426548023207,Mixed adherent and suspension,DMEM + 10% FBS,47.4,CVCL_1692,pleural_effusion,Metastasis,Skin Cancer,Melanoma,60,SIDM01079,1179.0,,skin,melanoma,,
ACH-000442,RERFLCSQ1,RERFLCSQ1_LUNG,,1298538.0,Female,HSRRB,,,,,,CVCL_1656,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",74,SIDM00354,449.0,,lung,NSCLC,NSCLC_squamous,
ACH-000443,OVKATE,OVKATE_OVARY,,1240199.0,Female,HSRRB,,,,,,CVCL_3110,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",40,SIDM00466,1094.0,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000444,LU99,LU99_LUNG,,,Male,HSRRB,2.0,-4.453208327929928,Adherent,RPMI + 10% FBS,57,CVCL_3015,pleura,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",63,SIDM00546,,,lung,NSCLC,NSCLC_large_cell,
ACH-000445,KNS60,KNS60_CENTRAL_NERVOUS_SYSTEM,,,Male,HSRRB,1.0,-3.7245181512377017,,DMEM + 5% FBS,71.2,CVCL_2798,central_nervous_system,Primary,Brain Cancer,Glioblastoma,55,,,,central_nervous_system,glioma,glioblastoma,
ACH-000446,KPNSI9S,KPNSI9S_AUTONOMIC_GANGLIA,,,Male,HSRRB,0.0,-1.0275958664608444,Adherent,RPMI + 10% FBS,54,CVCL_1340,autonomic_ganglia,Metastasis,Neuroblastoma,,,,,,peripheral_nervous_system,neuroblastoma,,
ACH-000447,NCIH2228,NCIH2228_LUNG,,687816.0,Female,ATCC,,,,,,CVCL_1543,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00729,1812.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000448,NCIH1666,NCIH1666_LUNG,,908473.0,Female,ATCC,2.0,-4.0191914919957785,Adherent,ACL4,94.2,CVCL_1485,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00743,958.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000449,MESSA,MESSA_SOFT_TISSUE,,908127.0,Female,ATCC,,,,,,CVCL_1404,endometrium,Primary,Sarcoma,Uterine Sarcoma,56,SIDM00625,1395.0,,soft_tissue,uterine_sarcoma,,
ACH-000450,MELHO,MELHO_SKIN,,908124.0,Female,DSMZ,2.0,-3.0037105787944296,Adherent,RPMI + 10% FBS,58.6,CVCL_1402,skin,Primary,Skin Cancer,Melanoma,,SIDM00337,2109.0,,skin,melanoma,,
ACH-000451,NCIH2085,NCIH2085_LUNG,,687812.0,Male,ATCC,,,,,,CVCL_1523,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",45,SIDM00709,80.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000452,TE8,TE8_OESOPHAGUS,,753623.0,Male,RIKEN,2.0,-5.568964952560902,,RPMI + 10% FBS,71.5,CVCL_1766,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00326,2253.0,,esophagus,esophagus_squamous,,
ACH-000453,MOLP2,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2123,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,55,,,,plasma_cell,multiple_myeloma,,
ACH-000454,HCC95,HCC95_LUNG,,,Male,KCLB,2.0,-2.985345452668404,,RPMI + 10% FBS + 2 mM Glutamine,86.7,CVCL_5137,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",65,,,,lung,NSCLC,NSCLC_squamous,
ACH-000455,LN428,LN428_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2.0,-5.8979279406956255,not found,not found,86.4,CVCL_3959,central_nervous_system,,Brain Cancer,Glioblastoma,,,,,central_nervous_system,glioma,glioblastoma,
ACH-000456,BCPAP,BCPAP_THYROID,,924104.0,Female,DSMZ,,,,,,CVCL_0153,thyroid,Primary,Thyroid Cancer,"Carcinoma, papillary",76,SIDM00992,346.0,,thyroid,thyroid_carcinoma,papillary,
ACH-000457,CAL54,CAL54_KIDNEY,,910952.0,Male,DSMZ,,,,,,CVCL_1111,pleural_effusion,Metastasis,Kidney Cancer,Renal Cell Carcinoma,75,SIDM00932,482.0,,kidney,renal_cell_carcinoma,,
ACH-000458,CJM,CJM_SKIN,,,Unknown,RIKEN,2.0,-3.7569529181865775,,F12 + 10% FBS,89.3,CVCL_U797,skin,Metastasis,Skin Cancer,Melanoma,,,,,skin,melanoma,,
ACH-000459,TUHR10TKB,TUHR10TKB_KIDNEY,,,Male,RIKEN,2.0,-1.6091191780200806,,RPMI + 10% FBS,45.2,CVCL_5952,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,69,,,,kidney,renal_cell_carcinoma,,
ACH-000460,SNU8,SNU8_OVARY,,,Female,KCLB,3.0,-4.705033714346709,Adherent,RPMI + 10% FBS,86.9,CVCL_5096,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",55,,,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000461,SNU1196,SNU1196_BILIARY_TRACT,,,Unknown,KCLB,1.0,-3.4507861570239435,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,82.9,CVCL_5015,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00163,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-000462,NALM1,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,0.0,-2.808176245561614,,,,CVCL_0091,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",3,,,,blood,CML,blast_crisis,
ACH-000463,NCIH460,NCIH460_LUNG,,905943.0,Male,ATCC,2.0,-3.1795897259100934,Adherent,RPMI + 10% FBS,83.1,CVCL_0459,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,SIDM00144,2146.0,,lung,NSCLC,NSCLC_large_cell,
ACH-000464,CAS1,CAS1_CENTRAL_NERVOUS_SYSTEM,,910943.0,Male,ICLC,2.0,-3.5123925270617864,Adherent,DMEM + 10% FBS,57.1,CVCL_1117,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63,SIDM00212,604.0,,central_nervous_system,glioma,glioblastoma,
ACH-000465,SKMEL1,SKMEL1_SKIN,,909723.0,Male,ATCC,,,,,,CVCL_0068,haematopoietic_and_lymphoid_tissue,Metastasis,Skin Cancer,Melanoma,29,SIDM01107,42.0,,skin,melanoma,,
ACH-000466,SNU216,SNU216_STOMACH,,,Female,KCLB,2.0,-2.669209864055948,,RPMI + 10% FBS,73.3,CVCL_3946,lymph_node,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",46,,,,gastric,gastric_adenocarcinoma,tubular,
ACH-000467,HCC56,HCC56_LARGE_INTESTINE,,1290907.0,Unknown,HSRRB,3.0,-3.819318670950505,,EMEM + 10% FBS,71.9,CVCL_2917,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00597,1036.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000468,PK45H,PK45H_PANCREAS,,,Unknown,RIKEN,3.0,-3.5178666529166898,Adherent,RPMI + 10% FBS,84.1,CVCL_6748,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000469,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,,909905.0,Male,HSRRB,2.0,-4.80246423033844,Adherent,EMEM + 20% FBS,51.8,CVCL_1795,central_nervous_system,Primary,Brain Cancer,Glioblastoma,40,SIDM00316,468.0,,central_nervous_system,glioma,glioblastoma,
ACH-000470,SW1463,SW1463_LARGE_INTESTINE,,909748.0,Female,ATCC,3.0,-3.520140216786892,Adherent,RPMI + 10% FBS,78.6,CVCL_1718,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,66,SIDM00834,271.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000471,LI7,LI7_LIVER,,,Male,RIKEN,2.0,-5.531055568486061,,RPMI + 10% FBS,93.1,CVCL_3840,liver,,Liver Cancer,,45,,,,liver,,,
ACH-000472,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,,753562.0,Male,HSRRB,2.0,-5.380784003733599,,EMEM + 10% FBS,82.9,CVCL_1287,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,69,SIDM00590,944.0,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000473,RT112,RT112_URINARY_TRACT,,909704.0,Female,DSMZ,2.0,-3.0251763405028407,Adherent,RPMI + 10% FBS,67.8,CVCL_1670,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00402,25.0,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000475,HUH1,HUH1_LIVER,,1298146.0,Male,HSRRB,2.0,-5.580887679941631,Adherent,DMEM + 10% FBS,96.1,CVCL_2956,liver,Primary,Liver Cancer,"Hepatocellular Carcinoma, HBs-antigen carrier",53,SIDM00586,1855.0,,liver,hepatocellular_carcinoma,hbs_antigen_carrier,
ACH-000476,JHH4,JHH4_LIVER,,1240158.0,Male,HSRRB,2.0,-3.609189374825576,,EMEM + 10% FBS,54.4,CVCL_2787,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,51,SIDM00616,931.0,,liver,hepatocellular_carcinoma,,
ACH-000477,MALME3M,MALME3M_SKIN,,,Male,ATCC,2.0,-3.533078117867093,Mixed adherent and suspension,RPMI + 10% FBS,46.6,CVCL_1438,lung,Metastasis,Skin Cancer,Melanoma,43,SIDM00011,,,skin,melanoma,,
ACH-000478,SNU387,SNU387_LIVER,,909736.0,Female,ATCC,2.0,-3.966620239707281,Adherent,RPMI + 10% FBS,94,CVCL_0250,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,41,SIDM01180,1482.0,,liver,hepatocellular_carcinoma,,
ACH-000479,KNS81,KNS81_CENTRAL_NERVOUS_SYSTEM,,,Male,HSRRB,0.0,-1.8542348350823887,,DMEM + 5% FBS,40,CVCL_2799,central_nervous_system,Primary,Brain Cancer,Glioblastoma,65,SIDM00605,,,central_nervous_system,glioma,glioblastoma,
ACH-000480,HUH7,HUH7_LIVER,,907071.0,Male,HSRRB,2.0,-3.8684644048047527,,DMEM + 10% FBS,52.1,CVCL_0336,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,57,SIDM00585,2195.0,,liver,hepatocellular_carcinoma,,
ACH-000481,NCIH2170,NCIH2170_LUNG,,687815.0,Male,ATCC,3.0,-3.466151448618413,Mixed adherent and suspension,RPMI + 10% FBS,85.6,CVCL_1535,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00716,1811.0,,lung,NSCLC,NSCLC_squamous,
ACH-000482,RERFLCKJ,RERFLCKJ_LUNG,,1298537.0,Male,HSRRB,,,,,,CVCL_1654,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",78,SIDM00356,960.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000483,SNU182,SNU182_LIVER,,1240216.0,Male,ATCC,2.0,-3.7145493427096437,Adherent,RPMI + 10% FBS,63.4,CVCL_0090,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,24,SIDM01151,1481.0,,liver,hepatocellular_carcinoma,,
ACH-000484,VMRCRCW,VMRCRCW_KIDNEY,,1240224.0,Male,RIKEN,1.0,-3.2887484188312586,Adherent,EMEM + 10% FBS,91.3,CVCL_1790,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00318,1459.0,,kidney,renal_cell_carcinoma,,
ACH-000485,GSU,GSU_STOMACH,,,Male,RIKEN,2.0,-3.373235935142112,,RPMI + 10% FBS,84.7,CVCL_8877,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,37,,,,gastric,gastric_adenocarcinoma,,
ACH-000486,KU1919,KU1919_URINARY_TRACT,,907312.0,Male,DSMZ,2.0,-4.256240039480703,Adherent,RPMI + 10% heat inactivated FBS,66.7,CVCL_1344,urinary_tract,,Bladder Cancer,Transitional Cell Carcinoma,76,SIDM01033,892.0,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000487,F36P,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-4.318223829863063,Suspension,RPMI + 20% FBS + 10ng/ml GM-CSF,82.3,CVCL_2037,pleural_effusion,Metastasis,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",68,,,,blood,AML,M6,
ACH-000488,TE11,TE11_OESOPHAGUS,,946354.0,Male,RIKEN,2.0,-4.859440458222147,,RPMI + 10% FBS,94.9,CVCL_1761,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM00348,2073.0,,esophagus,esophagus_squamous,,
ACH-000489,SW1116,SW1116_LARGE_INTESTINE,,909746.0,Male,ATCC,,,,,,CVCL_0544,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,73,SIDM00835,480.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000490,SF767,SF767_CENTRAL_NERVOUS_SYSTEM,,,Female,Academic lab,2.0,-5.096891032899894,not found,not found,91.8,CVCL_6950,stomach,Metastasis,Brain Cancer,Astrocytoma,,SIDM00626,,,central_nervous_system,glioma,astrocytoma,
ACH-000491,NCIH716,NCIH716_LARGE_INTESTINE,,908458.0,Male,ATCC,3.0,-2.708090972649478,Adherent,RPMI + 10% FBS,92,CVCL_1581,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,33,SIDM00779,649.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000492,MUTZ5,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1873,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",26,,,,blood,ALL,b_cell,
ACH-000493,SNU423,SNU423_LIVER,,909737.0,Male,ATCC,1.0,-3.2408550144409465,Adherent,RPMI + 10% FBS,83.3,CVCL_0366,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,40,SIDM01199,481.0,,liver,hepatocellular_carcinoma,,
ACH-000494,OELE,OELE_OVARY,OEL(E),,Unknown,Academic lab,,,,,,CVCL_IW56,ovary,,Engineered,,,,,,engineered_ovary,,,
ACH-000495,TUHR4TKB,TUHR4TKB_KIDNEY,,,Male,RIKEN,1.0,-3.398401851656375,Adherent,DMEM + 10% FBS,77.2,CVCL_5957,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,60,,,,kidney,renal_cell_carcinoma,,
ACH-000496,NCIH1792,NCIH1792_LUNG,,724868.0,Male,ATCC,4.0,-4.267453233975626,Adherent,RPMI + 10% FBS,85.7,CVCL_1495,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00771,2122.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000498,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330932.0,Male,HSRRB,1.0,-1.051070158085126,Suspension,AlphaMEM + 10% heat inactivated FBS,99.6,CVCL_1321,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",46,SIDM00018,1325.0,,blood,AML,M2,
ACH-000499,EW8,EW8_BONE,,,Male,Academic lab,2.0,-2.8727311235838884,not found,not found,56.8,CVCL_V618,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-000500,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2.0,-1.4079742797351409,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,50.3,CVCL_5063,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",66,,,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,
ACH-000501,LS123,LS123_LARGE_INTESTINE,,907792.0,Female,ATCC,,,,,,CVCL_1383,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,65,SIDM00776,2266.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000502,TCCPAN2,TCCPAN2_PANCREAS,,,Female,HSRRB,3.0,-4.733009900049842,Adherent,RPMI + 10% FBS,83.7,CVCL_3178,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",68,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000503,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,2.0,-2.4568331663428267,Adherent,DMEM + 10% FBS + 2mM Glutamine,73.7,CVCL_2308,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-000504,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,,905982.0,Female,Academic lab,2.0,-3.758656498681649,Adherent,RPMI + 5% FBS,67.7,CVCL_1706,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00095,1181.0,,central_nervous_system,glioma,,
ACH-000505,RKN,RKN_SOFT_TISSUE,,1298539.0,Female,HSRRB,2.0,-5.017837643307646,,F12 + 10% FBS,82.2,CVCL_3156,ovary,Primary,Sarcoma,Leiomyosarcoma,45,SIDM00353,1471.0,,soft_tissue,leiomyosarcoma,,
ACH-000506,NCIH146,NCIH146_LUNG,,910899.0,Male,ATCC,,,,,,CVCL_1473,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00698,932.0,,lung,SCLC,,
ACH-000507,KE39,KE39_STOMACH,,,Male,RIKEN,2.0,-4.1840250815144175,Adherent,RPMI + 10% FBS,70,CVCL_3385,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,77,,,,gastric,gastric_adenocarcinoma,,
ACH-000508,CORL88,CORL88_LUNG,,906808.0,Male,ECACC,,,,,,CVCL_1141,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM00506,774.0,,lung,SCLC,,
ACH-000509,HUT78,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_0337,haematopoietic_and_lymphoid_tissue,,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous",53,SIDM00851,,,lymphocyte,non_hodgkin_lymphoma,t_cell_cutaneous,
ACH-000510,NCIH1299,NCIH1299_LUNG,,724831.0,Male,ATCC,2.0,-5.2073147366758485,Adherent,RPMI + 10% FBS,64.8,CVCL_0060,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM00649,1235.0,,lung,NSCLC,NSCLC_large_cell,
ACH-000511,CALU1,CALU1_LUNG,,,Male,ATCC,2.0,-4.923114127472373,Adherent,McCoy's 5A + 10% FBS,78.7,CVCL_0608,pleura,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",47,,,,lung,NSCLC,NSCLC_squamous,
ACH-000512,INA6,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,INA-6,,Male,Academic lab,1.0,-2.184557363596577,not found,not found,98.5,CVCL_5209,pleural_effusion,,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-000513,SNU1272,SNU1272_KIDNEY,,,Female,KCLB,,,,,,CVCL_8788,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",63,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000514,NCIH1092,NCIH1092_LUNG,,687997.0,Male,ATCC,2.0,-3.529716272034741,Suspension,RPMI + 5% FBS + 2mM L-glutamine + 5ml Insulin-Transferrin-Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,68.7,CVCL_1454,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,SIDM00653,1928.0,,lung,SCLC,,
ACH-000515,HCC33,HCC33_LUNG,,1303901.0,Male,DSMZ,,,,,,CVCL_2058,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),52,SIDM01071,353.0,,lung,SCLC,,
ACH-000516,CAL78,CAL78_BONE,,1290765.0,Male,DSMZ,2.0,-5.566369509722168,Adherent,RPMI + 20% FBS,66.6,CVCL_1809,soft_tissue,,Bone Cancer,Chondrosarcoma,76,SIDM00929,1148.0,,bone,chondrosarcoma,,
ACH-000517,SNU410,SNU410_PANCREAS,,,Male,KCLB,3.0,-5.734031403761983,,RPMI + 10% FBS,81.4,CVCL_5059,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",53,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000518,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,,753541.0,Male,DSMZ,2.0,-3.4654600644222766,Adherent,DMEM + 10% FBS + 2 mM L-glutamine,85.7,CVCL_1108,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",69,SIDM00942,2041.0,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-000519,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,,,,,,CVCL_1913,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",4,SIDM00991,,,blood,ALL,t_cell,
ACH-000520,59M,59M_OVARY,,,Female,ECACC,2.0,-3.65997252971144,,DMEM + 10% FBS + 2mM Glutamine + Sodium pyruvate + Insulin-Transferrin-Selenium,94.3,CVCL_2291,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,,,ovary,ovary_adenocarcinoma,high_grade_serous,
